City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
220,Port Elizabeth,-33.918,25.5701,280.98,75,0,"{'speed': 2.94, 'deg': 301, 'gust': 3.53}",ZA,1690236439
221,Douentza,14.9951,-2.9517,304.32,43,84,"{'speed': 3.49, 'deg': 144, 'gust': 4.99}",ML,1690236440
222,Saipan,15.1355,145.701,301.84,100,75,"{'speed': 4.12, 'deg': 80}",MP,1690236441
223,Tahoua,14.8888,5.2692,300.71,57,31,"{'speed': 4.35, 'deg': 23, 'gust': 8.35}",NE,1690236442
224,Smithers,54.7804,-127.1743,294.46,51,92,"{'speed': 0.71, 'deg': 184, 'gust': 1.38}",CA,1690236442
225,Zhaobaoshan,29.9695,121.6875,299.28,90,54,"{'speed': 3.59, 'deg': 151, 'gust': 7.91}",CN,1690236443
226,Owen Sound,44.5672,-80.9435,299.35,68,6,"{'speed': 4.02, 'deg': 315, 'gust': 5.81}",CA,1690236164
227,Polyarnyy,69.1989,33.4478,282.38,95,100,"{'speed': 4.78, 'deg': 59, 'gust': 6.84}",RU,1690236444
228,Mahina,-17.5065,-149.489,303.02,74,20,"{'speed': 4.63, 'deg': 340}",PF,1690236444
229,Coquimbo,-29.9533,-71.3436,289.0,77,0,"{'speed': 2.57, 'deg': 280}",CL,1690236361
230,Pisco,-13.7,-76.2167,294.18,73,0,"{'speed': 6.69, 'deg': 230}",PE,1690236445
231,Ghazni,33.5536,68.4269,294.01,63,82,"{'speed': 0.29, 'deg': 125, 'gust': 0.51}",AF,1690236446
232,Hailar,49.2,119.7,290.43,84,79,"{'speed': 2.26, 'deg': 221, 'gust': 4.2}",CN,1690236447
233,Nadvoitsy,63.8667,34.3167,283.4,98,100,"{'speed': 1.61, 'deg': 217, 'gust': 2.63}",RU,1690236447
234,George,-33.963,22.4617,278.9,87,0,"{'speed': 2.06, 'deg': 330}",ZA,1690236448
235,Kuala Belait,4.5833,114.1833,297.89,92,100,"{'speed': 2.77, 'deg': 174, 'gust': 4.47}",BN,1690236448
236,Gantang,26.92,119.6333,297.76,93,29,"{'speed': 1.42, 'deg': 334, 'gust': 1.66}",CN,1690236449
237,Yakeshi,49.2833,120.7333,289.56,87,58,"{'speed': 1.57, 'deg': 206, 'gust': 1.79}",CN,1690236450
238,Bijar,35.8668,47.6051,295.7,22,1,"{'speed': 1.2, 'deg': 235, 'gust': 1.47}",IR,1690236450
239,Brak,27.5496,14.2714,307.92,15,0,"{'speed': 5.64, 'deg': 60, 'gust': 9.66}",LY,1690236451
240,Dunedin,-45.8742,170.5036,283.75,93,20,"{'speed': 0.45, 'deg': 354, 'gust': 2.68}",NZ,1690236450
241,Turan,16.0678,108.2208,298.14,94,20,"{'speed': 0.51, 'deg': 210}",VN,1690236452
242,Manismata,-2.4667,111.0333,295.15,99,40,"{'speed': 1.3, 'deg': 69, 'gust': 6.85}",ID,1690236453
243,Port Mathurin,-19.6833,63.4167,296.19,77,61,"{'speed': 7.79, 'deg': 85, 'gust': 9.09}",MU,1690236454
244,Faya-Largeau,17.9257,19.1043,307.49,13,23,"{'speed': 1.6, 'deg': 71, 'gust': 2.01}",TD,1690236454
245,Holualoa,19.6228,-155.9522,301.23,74,40,"{'speed': 5.66, 'deg': 190}",US,1690236455
246,Novi Pazar,43.1367,20.5122,294.89,61,2,"{'speed': 2.04, 'deg': 229, 'gust': 1.88}",RS,1690236455
247,Risod,19.9667,76.7833,296.38,91,100,"{'speed': 6.04, 'deg': 293, 'gust': 12.72}",IN,1690236456
248,Lijiang,26.8688,100.2207,288.98,98,100,"{'speed': 1.39, 'deg': 241, 'gust': 1.76}",CN,1690236457
249,Carauari,-4.8828,-66.8958,303.09,51,44,"{'speed': 0.44, 'deg': 121, 'gust': 0.56}",BR,1690236457
250,Arteche,12.2645,125.4048,299.31,84,100,"{'speed': 6.4, 'deg': 218, 'gust': 15.03}",PH,1690236458
251,Xuddur,4.1213,43.8894,295.43,68,43,"{'speed': 9.11, 'deg': 192, 'gust': 15.8}",SO,1690236458
252,Kununurra,-15.7667,128.7333,287.14,44,6,"{'speed': 4.63, 'deg': 120}",AU,1690236459
253,Bairnsdale,-37.8333,147.6167,282.62,91,55,"{'speed': 2.56, 'deg': 314, 'gust': 4.22}",AU,1690236460
254,Inirida,3.8653,-67.9239,299.18,93,42,"{'speed': 0.75, 'deg': 277, 'gust': 1.27}",CO,1690236461
255,Ippy,6.2679,21.2247,295.04,86,75,"{'speed': 0.91, 'deg': 274, 'gust': 0.87}",CF,1690236461
256,Vorgashor,67.5833,63.95,288.52,75,93,"{'speed': 1.3, 'deg': 143, 'gust': 1.51}",RU,1690236462
257,Hoemul-Li,41.4339,129.67,296.38,78,0,"{'speed': 1.3, 'deg': 299, 'gust': 1.47}",KP,1690236462
258,Mokhsogollokh,61.4681,128.9203,295.63,67,1,"{'speed': 2.08, 'deg': 247, 'gust': 4.1}",RU,1690236463
259,Dudinka,69.4058,86.1778,285.72,69,63,"{'speed': 3.6, 'deg': 14, 'gust': 8.68}",RU,1690236464
260,Lorengau,-2.0226,147.2712,298.55,91,100,"{'speed': 3.58, 'deg': 180, 'gust': 4.87}",PG,1690236465
261,Suoyarvi,62.0833,32.35,283.9,98,100,"{'speed': 1.41, 'deg': 245, 'gust': 3.12}",RU,1690236465
262,Bam,29.106,58.357,305.38,11,100,"{'speed': 4.97, 'deg': 300, 'gust': 7.55}",IR,1690236466
263,Kukes,42.0769,20.4219,298.57,48,1,"{'speed': 3.81, 'deg': 181, 'gust': 3.79}",AL,1690236466
264,Elista,46.3078,44.2558,292.44,94,97,"{'speed': 2, 'deg': 290}",RU,1690236467
265,Perry,37.2506,-83.1999,305.25,41,59,"{'speed': 0.69, 'deg': 181, 'gust': 2.17}",US,1690236408
266,Tolanaro,-25.0319,46.9987,291.66,89,87,"{'speed': 3.01, 'deg': 262, 'gust': 3.51}",MG,1690236468
267,Moratuwa,6.773,79.8816,301.16,89,93,"{'speed': 2.77, 'deg': 240, 'gust': 4.43}",LK,1690236371
268,Aracuai,-16.8497,-42.0703,294.74,58,70,"{'speed': 2.45, 'deg': 119, 'gust': 5.04}",BR,1690236470
269,La Ronge,55.1001,-105.2842,297.94,37,89,"{'speed': 2.47, 'deg': 123, 'gust': 3.04}",CA,1690236471
270,Chui,-33.6971,-53.4616,281.81,94,100,"{'speed': 4.64, 'deg': 139, 'gust': 7.89}",UY,1690236472
271,Goderich,43.7501,-81.7165,296.99,69,31,"{'speed': 1.53, 'deg': 274, 'gust': 1.81}",CA,1690236472
272,Bardai,11.65,7.2333,296.73,78,22,"{'speed': 3.87, 'deg': 220, 'gust': 6.62}",NG,1690236473
273,Plettenberg Bay,-34.0527,23.3716,282.94,71,0,"{'speed': 2.41, 'deg': 344, 'gust': 2.08}",ZA,1690236445
274,Celestun,20.8667,-90.4,303.02,72,16,"{'speed': 7.34, 'deg': 352, 'gust': 9.69}",MX,1690236474
275,Nova Sintra,14.8667,-24.7167,295.77,81,100,"{'speed': 7.43, 'deg': 31, 'gust': 7.09}",CV,1690236475
276,Ust-Nera,64.5667,143.2,292.56,60,98,"{'speed': 3.66, 'deg': 223, 'gust': 4.87}",RU,1690236475
277,Ancud,-41.8697,-73.8203,281.69,95,100,"{'speed': 9.05, 'deg': 9, 'gust': 17.05}",CL,1690236476
278,Ribeira Grande,38.5167,-28.7,295.25,85,7,"{'speed': 1.79, 'deg': 21, 'gust': 2.24}",PT,1690236476
279,Shetpe,44.1667,52.1167,302.63,36,100,"{'speed': 3.83, 'deg': 26, 'gust': 5.5}",KZ,1690236477
280,Whakatane,-37.9585,176.9854,285.8,87,23,"{'speed': 0.89, 'deg': 210, 'gust': 2.24}",NZ,1690236478
281,Valparaiso,-33.0393,-71.6273,290.28,63,0,"{'speed': 3.6, 'deg': 320}",CL,1690236478
282,Sisimiut,66.9395,-53.6735,281.74,76,58,"{'speed': 5.92, 'deg': 347, 'gust': 6.76}",GL,1690236479
283,Oued El Abtal,35.456,0.6878,302.86,24,46,"{'speed': 2.23, 'deg': 231, 'gust': 2.44}",DZ,1690236479
284,Phan Rang-Thap Cham,11.5667,108.9833,298.23,88,100,"{'speed': 1.35, 'deg': 240, 'gust': 1.88}",VN,1690236269
285,Luderitz,-26.6481,15.1594,286.82,65,92,"{'speed': 3.38, 'deg': 183, 'gust': 5.48}",NA,1690236480
286,Bhatpara Abhaynagar,23.0153,89.4432,300.06,90,80,"{'speed': 2.57, 'deg': 119, 'gust': 7.28}",BD,1690236481
287,Cestos City,5.46,-9.5828,298.14,87,100,"{'speed': 4.37, 'deg': 189, 'gust': 6.01}",LR,1690236481
288,Howard Springs,-12.497,131.047,286.94,52,28,"{'speed': 4.4, 'deg': 130, 'gust': 14.22}",AU,1690236482
289,Port Douglas,-16.4833,145.4667,290.12,54,2,"{'speed': 3.24, 'deg': 165, 'gust': 5.63}",AU,1690236483
290,Malango,-2.9627,119.9001,290.6,98,50,"{'speed': 0.67, 'deg': 306, 'gust': 0.77}",ID,1690236483
291,Remire-Montjoly,4.9167,-52.2667,298.17,94,75,"{'speed': 0, 'deg': 0}",GF,1690236484
292,The Pinery,39.4553,-104.7344,308.58,25,40,"{'speed': 5.66, 'deg': 110, 'gust': 8.23}",US,1690236352
293,Floro,61.5996,5.0328,288.13,77,75,"{'speed': 2.57, 'deg': 360}",NO,1690236485
294,Andergrove,-21.0833,149.1833,291.84,86,51,"{'speed': 8.71, 'deg': 112, 'gust': 12.25}",AU,1690236486
295,Uturoa,-16.7333,-151.4333,299.9,81,18,"{'speed': 6.86, 'deg': 316, 'gust': 7.64}",PF,1690236487
296,Jamestown,42.097,-79.2353,299.55,69,40,"{'speed': 4.12, 'deg': 320}",US,1690236386
297,Ust'-Ilimsk,58.0006,102.6619,290.01,95,100,"{'speed': 1.14, 'deg': 183, 'gust': 1.42}",RU,1690236488
298,New Norfolk,-42.7826,147.0587,281.87,85,99,"{'speed': 1.61, 'deg': 278, 'gust': 2.34}",AU,1690236489
299,Cacador,-26.7753,-51.015,289.79,68,99,"{'speed': 1.23, 'deg': 2, 'gust': 1.08}",BR,1690236215
300,Tual,-5.6667,132.75,298.33,75,70,"{'speed': 10.58, 'deg': 154, 'gust': 10.74}",ID,1690236490
301,Prado,-17.3411,-39.2208,293.89,90,3,"{'speed': 2.97, 'deg': 164, 'gust': 5.82}",BR,1690236491
302,Santo Domingo Petapa,16.8181,-95.1403,302.36,64,100,"{'speed': 4.34, 'deg': 1, 'gust': 6.33}",MX,1690236491
303,Okha,53.5739,142.9478,290.83,80,99,"{'speed': 2.72, 'deg': 122, 'gust': 3.14}",RU,1690236492
304,Vadso,70.0744,29.7487,282.64,100,100,"{'speed': 7.2, 'deg': 70}",NO,1690236493
305,Kayangel,8.0823,134.7173,301.34,76,100,"{'speed': 3.9, 'deg': 257, 'gust': 4.86}",PW,1690236493
306,Volodarskiy,46.4013,48.5409,296.12,67,100,"{'speed': 3.21, 'deg': 299, 'gust': 6.22}",RU,1690236494
307,San Jose,37.3394,-121.895,307.91,40,20,"{'speed': 6.69, 'deg': 340, 'gust': 9.77}",US,1690236363
308,Lazaro Cardenas,17.9583,-102.2,303.66,63,100,"{'speed': 4.15, 'deg': 203, 'gust': 3.87}",MX,1690236495
309,Namsos,64.4662,11.4957,285.18,94,32,"{'speed': 0.71, 'deg': 354, 'gust': 0.78}",NO,1690236496
310,Rabo De Peixe,37.8,-25.5833,295.88,83,40,"{'speed': 3.09, 'deg': 10}",PT,1690236497
311,Kingston,17.997,-76.7936,306.62,64,55,"{'speed': 4.02, 'deg': 309, 'gust': 4.47}",JM,1690236498
312,Qusmuryn,52.4503,64.6311,294.38,47,100,"{'speed': 3.08, 'deg': 55, 'gust': 4.19}",KZ,1690236498
313,Padang,-0.9492,100.3543,297.91,82,78,"{'speed': 1.57, 'deg': 69, 'gust': 1.43}",ID,1690236088
314,Chonchi,-42.6128,-73.8092,280.99,96,100,"{'speed': 4.21, 'deg': 15, 'gust': 13.06}",CL,1690236499
315,Axim,4.8699,-2.2405,297.84,90,100,"{'speed': 2.35, 'deg': 219, 'gust': 4.16}",GH,1690236500
316,Hailakandi,24.6833,92.5667,297.4,99,94,"{'speed': 1.38, 'deg': 201, 'gust': 2.05}",IN,1690236501
317,Santa Elena De Uairen,4.6167,-61.1333,294.71,89,35,"{'speed': 2.32, 'deg': 147, 'gust': 3.59}",VE,1690236501
318,Panguipulli,-39.6333,-72.3333,280.28,98,100,"{'speed': 1.92, 'deg': 34, 'gust': 7.12}",CL,1690236502
319,Tadine,-21.55,167.8833,294.2,61,100,"{'speed': 5.35, 'deg': 156, 'gust': 5.54}",NC,1690236384
320,Badger,64.8,-147.5333,302.58,47,40,"{'speed': 2.06, 'deg': 210}",US,1690236503
321,Broken Hill,-31.95,141.4333,278.75,94,0,"{'speed': 4.17, 'deg': 127, 'gust': 6.6}",AU,1690236504
322,Yulinshi,38.2906,109.7494,297.01,42,0,"{'speed': 2.98, 'deg': 144, 'gust': 4.39}",CN,1690236505
323,Pathein,16.7833,94.7333,298.75,91,92,"{'speed': 1.58, 'deg': 194, 'gust': 2.45}",MM,1690236506
324,Salta,-24.7859,-65.4117,284.03,59,49,"{'speed': 0.89, 'deg': 203, 'gust': 1.79}",AR,1690236506
325,Happy Valley-Goose Bay,53.3168,-60.3315,291.09,96,99,"{'speed': 2.09, 'deg': 4, 'gust': 4.37}",CA,1690236507
326,Nouadhibou,20.931,-17.0347,298.14,65,43,"{'speed': 7.72, 'deg': 10}",MR,1690236508
327,Gambiran Satu,-8.3939,114.1464,294.27,96,89,"{'speed': 0.97, 'deg': 36, 'gust': 1.97}",ID,1690236508
328,Paradip Garh,20.3167,86.6167,301.52,81,28,"{'speed': 5.98, 'deg': 93, 'gust': 8.22}",IN,1690236509
329,Inyati,-19.6756,28.8469,285.86,26,2,"{'speed': 3.23, 'deg': 114, 'gust': 8.98}",ZW,1690236509
330,Taroa,8.7058,171.2275,302.05,73,98,"{'speed': 7.28, 'deg': 83, 'gust': 8.51}",MH,1690236510
331,Tucuma,-0.1833,-50.05,300.57,77,68,"{'speed': 3.59, 'deg': 46, 'gust': 7.41}",BR,1690236511
332,Vernon,50.2581,-119.2691,302.46,23,81,"{'speed': 4.13, 'deg': 263, 'gust': 7.94}",CA,1690236512
333,San Antonio Oeste,-40.7319,-64.9477,282.26,55,76,"{'speed': 5.9, 'deg': 20, 'gust': 10}",AR,1690236513
334,Yuzhno-Kurilsk,44.0306,145.8556,291.19,99,100,"{'speed': 0.15, 'deg': 238, 'gust': 0.73}",RU,1690236513
335,Potosi,-19.5836,-65.7531,288.63,25,0,"{'speed': 4.12, 'deg': 240}",BO,1690236331
336,Maxixe,-23.8597,35.3472,293.85,81,92,"{'speed': 6.54, 'deg': 163, 'gust': 10.01}",MZ,1690236514
337,Kamyshlov,56.8428,62.7111,288.98,74,74,"{'speed': 2.57, 'deg': 283, 'gust': 3.19}",RU,1690236515
338,Tadmur,34.5608,38.2805,302.81,29,0,"{'speed': 7.42, 'deg': 290, 'gust': 12.56}",SY,1690236516
339,Port Moresby,-9.4431,147.1797,296.3,69,100,"{'speed': 2.21, 'deg': 113, 'gust': 2.95}",PG,1690236517
340,Erenhot,43.6475,111.9767,297.21,35,53,"{'speed': 0.39, 'deg': 229, 'gust': 0.74}",CN,1690236517
341,Chalinze,-6.6378,38.354,293.57,86,65,"{'speed': 0.63, 'deg': 199, 'gust': 0.89}",TZ,1690236518
342,Igarka,67.4667,86.5833,287.72,81,52,"{'speed': 2.67, 'deg': 352, 'gust': 2.97}",RU,1690236519
343,Ormara,25.2088,64.6357,301.36,91,97,"{'speed': 5.44, 'deg': 120, 'gust': 7.31}",PK,1690236520
344,Patacamaya,-17.2333,-67.9167,286.48,17,1,"{'speed': 2.86, 'deg': 275, 'gust': 5.13}",BO,1690236520
345,Akureyri,65.6835,-18.0878,284.5,92,100,"{'speed': 1.43, 'deg': 31, 'gust': 1.36}",IS,1690236521
346,Watsa,3.0372,29.5355,291.4,97,65,"{'speed': 1.02, 'deg': 174, 'gust': 1.01}",CD,1690236521
347,Ixtapa,20.7,-105.2,304.39,79,75,"{'speed': 4.63, 'deg': 240}",MX,1690236522
348,Turuntayevo,52.2,107.6167,285.2,97,39,"{'speed': 0.09, 'deg': 353, 'gust': 0.43}",RU,1690236522
349,Tahara,34.6667,137.2667,300.12,77,22,"{'speed': 0.47, 'deg': 131, 'gust': 0.94}",JP,1690236523
350,Mathba,22.2855,89.9629,300.67,86,87,"{'speed': 3.18, 'deg': 122, 'gust': 8.04}",BD,1690236523
351,East London,-33.0153,27.9116,285.6,64,0,"{'speed': 2.93, 'deg': 310, 'gust': 4.06}",ZA,1690236524
352,Erftstadt,50.8167,6.7667,289.42,91,75,"{'speed': 2.57, 'deg': 250}",DE,1690236525
353,Sho'Rchi,38.0141,67.7899,303.91,18,56,"{'speed': 2.59, 'deg': 23, 'gust': 2.66}",UZ,1690236525
354,Keetmanshoop,-26.5833,18.1333,286.36,28,99,"{'speed': 6.47, 'deg': 67, 'gust': 11.7}",NA,1690236526
355,Mossel Bay,-34.1831,22.146,280.11,68,0,"{'speed': 2.76, 'deg': 357, 'gust': 2.61}",ZA,1690236526
356,Marang,5.2056,103.2059,299.04,86,100,"{'speed': 1.58, 'deg': 244, 'gust': 1.5}",MY,1690236527
357,Saint-Philippe,-21.3585,55.7679,292.92,86,30,"{'speed': 3.33, 'deg': 63, 'gust': 3.96}",RE,1690236527
358,Kodyma,48.0988,29.1246,292.69,54,25,"{'speed': 3.39, 'deg': 163, 'gust': 5.7}",UA,1690236528
359,Cooper'S Town,26.8667,-77.5167,303.34,66,10,"{'speed': 2.45, 'deg': 57, 'gust': 2.21}",BS,1690236529
360,Magadan,59.5667,150.8,290.67,62,11,"{'speed': 1.25, 'deg': 91, 'gust': 1.5}",RU,1690236529
361,Kostomuksha,64.571,30.5767,283.55,99,100,"{'speed': 1.43, 'deg': 318, 'gust': 3.37}",RU,1690236530
362,Kirakira,-10.4544,161.9205,300.45,82,8,"{'speed': 1.03, 'deg': 146, 'gust': 1.59}",SB,1690236531
363,Ormond-By-The-Sea,29.3491,-81.0665,301.02,89,75,"{'speed': 4.12, 'deg': 240}",US,1690236531
364,Ar Rutbah,33.0381,40.2848,303.52,26,0,"{'speed': 4.77, 'deg': 314, 'gust': 8.72}",IQ,1690236532
365,Yeppoon,-23.1333,150.7333,289.03,83,97,"{'speed': 9.62, 'deg': 138, 'gust': 14.34}",AU,1690236342
366,Wabag,-5.4781,143.7021,286.58,96,100,"{'speed': 0.46, 'deg': 260, 'gust': 0.55}",PG,1690236533
367,Sao Felix Do Xingu,-6.6447,-51.995,299.44,41,6,"{'speed': 1.12, 'deg': 186, 'gust': 1.2}",BR,1690236534
368,Kiunga,-6.1219,141.2906,294.65,97,100,"{'speed': 0.81, 'deg': 148, 'gust': 6.18}",PG,1690236534
369,Shihezi,44.3,86.0333,299.39,31,0,"{'speed': 3.08, 'deg': 237, 'gust': 3.18}",CN,1690236535
370,Studenicane,41.9158,21.5306,294.72,83,0,"{'speed': 0, 'deg': 0}",MK,1690236535
371,Gamay,12.3854,125.2979,299.73,82,100,"{'speed': 7.22, 'deg': 219, 'gust': 16.79}",PH,1690236536
372,Aranda De Duero,41.6704,-3.6892,287.86,74,4,"{'speed': 2.84, 'deg': 334, 'gust': 4.62}",ES,1690236537
373,El Bauga,18.262,33.9081,307.12,14,100,"{'speed': 4.62, 'deg': 316, 'gust': 7.74}",SD,1690236538
374,Skowhegan,44.7651,-69.7192,302.21,72,43,"{'speed': 4.67, 'deg': 191, 'gust': 8.12}",US,1690236538
375,Ryotsu-Minato,38.0833,138.4333,300.1,74,1,"{'speed': 1.84, 'deg': 175, 'gust': 2.1}",JP,1690236539
376,Majenang,-7.2975,108.7642,293.54,97,18,"{'speed': 0.51, 'deg': 191, 'gust': 0.58}",ID,1690236540
377,Takoradi,4.8845,-1.7554,297.71,90,100,"{'speed': 2.88, 'deg': 218, 'gust': 5.14}",GH,1690236540
378,Kasongo-Lunda,-6.4667,16.8167,296.35,26,9,"{'speed': 0.07, 'deg': 89, 'gust': 0.45}",CD,1690236541
379,Mount Isa,-20.7333,139.5,286.02,54,75,"{'speed': 5.14, 'deg': 140}",AU,1690236541
380,Saint-Pierre,-21.3393,55.4781,292.97,68,0,"{'speed': 3.6, 'deg': 30}",RE,1690236542
381,Hasaki,35.7333,140.8333,301.65,84,66,"{'speed': 3.8, 'deg': 212, 'gust': 5.16}",JP,1690236543
382,Scicli,36.7902,14.7014,299.9,31,0,"{'speed': 2.54, 'deg': 294, 'gust': 2.63}",IT,1690236543
383,Cianorte,-23.6633,-52.605,292.49,62,19,"{'speed': 1.24, 'deg': 121, 'gust': 1.27}",BR,1690236259
384,Salinas,36.6777,-121.6555,308.71,58,0,"{'speed': 6.69, 'deg': 290}",US,1690236544
385,Betio Village,1.358,172.9211,301.17,75,16,"{'speed': 4.2, 'deg': 113, 'gust': 4.8}",KI,1690236545
386,Tosontsengel,48.7567,98.2839,280.87,83,31,"{'speed': 1.37, 'deg': 270, 'gust': 1.33}",MN,1690236546
387,Tahe,52.3333,124.7333,288.88,93,17,"{'speed': 1.17, 'deg': 284, 'gust': 1.79}",CN,1690236546
388,San Patricio,28.017,-97.5169,309.2,43,7,"{'speed': 7.72, 'deg': 126, 'gust': 6.75}",US,1690236547
389,Manaure,11.7751,-72.4445,304.96,54,40,"{'speed': 10.23, 'deg': 65, 'gust': 11.75}",CO,1690236548
390,Tarija,-21.5355,-64.7296,289.1,51,1,"{'speed': 6.17, 'deg': 140}",BO,1690236276
391,Pontianak,-0.0333,109.3333,297.14,100,100,"{'speed': 0.51, 'deg': 0}",ID,1690236549
392,Monte Argentario,42.4345,11.1195,300.44,85,92,"{'speed': 7.83, 'deg': 125, 'gust': 10.98}",IT,1690236550
393,Airuk,7.2772,168.8203,301.29,80,73,"{'speed': 7.44, 'deg': 81, 'gust': 8.16}",MH,1690236550
394,Hohhot,40.8106,111.6522,287.31,88,0,"{'speed': 3, 'deg': 90}",CN,1690236340
395,Brisas De Zicatela,15.8369,-97.0419,303.44,62,100,"{'speed': 3.09, 'deg': 300}",MX,1690236552
396,Urucara,-2.5364,-57.76,302.86,47,65,"{'speed': 0.99, 'deg': 72, 'gust': 1.09}",BR,1690236552
397,Shevchenko,48.5,35.0,293.15,45,54,"{'speed': 1.84, 'deg': 164, 'gust': 2.3}",UA,1690236553
398,Piti Village,13.4626,144.6933,301.65,86,20,"{'speed': 4.12, 'deg': 90}",GU,1690236553
399,Abu Zabad,12.35,29.25,302.92,48,83,"{'speed': 4.63, 'deg': 187, 'gust': 8.64}",SD,1690236554
400,Candolim,15.5181,73.7626,299.94,85,100,"{'speed': 8.94, 'deg': 262, 'gust': 12.95}",IN,1690236555
401,Charters Towers,-20.1,146.2667,286.22,83,58,"{'speed': 4.09, 'deg': 134, 'gust': 6.59}",AU,1690236556
402,Chibougamau,49.9168,-74.3659,289.42,91,100,"{'speed': 2.26, 'deg': 272, 'gust': 6.78}",CA,1690236556
403,Sumbawanga,-7.9667,31.6167,287.65,53,1,"{'speed': 1.81, 'deg': 172, 'gust': 3.01}",TZ,1690236557
404,Linxia Chengguanzhen,35.6003,103.2064,289.23,61,47,"{'speed': 1.95, 'deg': 197, 'gust': 2.03}",CN,1690236533
405,Tromso,69.6496,18.957,286.16,71,20,"{'speed': 2.57, 'deg': 30}",NO,1690236558
406,Newman,37.3138,-121.0208,309.28,7,75,"{'speed': 1.31, 'deg': 294, 'gust': 3.27}",US,1690236559
407,Zaozersk,69.4005,32.4476,281.9,97,100,"{'speed': 4.91, 'deg': 48, 'gust': 7.92}",RU,1690236559
408,Moalboal,9.9433,123.3992,299.89,82,100,"{'speed': 8.6, 'deg': 231, 'gust': 14.72}",PH,1690236560
409,Vilyuchinsk,52.9306,158.4028,293.3,77,17,"{'speed': 4.48, 'deg': 299, 'gust': 5.4}",RU,1690236561
410,Arkalyk,50.2486,66.9114,293.64,40,93,"{'speed': 5.26, 'deg': 115, 'gust': 10.19}",KZ,1690236561
411,Taoudenni,22.6783,-3.9836,313.98,12,76,"{'speed': 1.61, 'deg': 14, 'gust': 2.21}",ML,1690236562
412,San Matias,-16.3667,-58.4,301.34,28,0,"{'speed': 1.69, 'deg': 63, 'gust': 1.8}",BO,1690236563
413,Puerto Baquerizo Moreno,-0.9,-89.6,299.7,78,20,"{'speed': 4.63, 'deg': 130}",EC,1690236563
414,Bor,56.3567,44.0669,288.11,90,99,"{'speed': 3.05, 'deg': 211, 'gust': 9.76}",RU,1690236564
415,Copala,16.65,-98.9833,304.28,58,100,"{'speed': 3.5, 'deg': 213, 'gust': 2.7}",MX,1690236565
416,Debica,50.0515,21.4114,292.24,93,97,"{'speed': 1.19, 'deg': 88, 'gust': 2.7}",PL,1690236565
417,Zabol,32.25,67.25,296.83,50,92,"{'speed': 1.56, 'deg': 61, 'gust': 1.6}",AF,1690236566
418,Montenegro,42.5,19.3,299.01,51,0,"{'speed': 2.57, 'deg': 350}",ME,1690236566
419,Boende,-0.2167,20.8667,298.12,79,99,"{'speed': 1.25, 'deg': 335, 'gust': 2.54}",CD,1690236567
420,Thinadhoo,0.5333,72.9333,301.43,79,100,"{'speed': 5.69, 'deg': 138, 'gust': 6.18}",MV,1690236568
421,Noosa Heads,-26.3833,153.15,289.45,66,97,"{'speed': 9.12, 'deg': 134, 'gust': 10.95}",AU,1690236569
422,Kirensk,57.7853,108.1119,291.23,79,72,"{'speed': 0.39, 'deg': 278, 'gust': 0.42}",RU,1690236569
423,Laojunmiao,39.8333,97.7333,293.61,24,77,"{'speed': 2.67, 'deg': 234, 'gust': 2.68}",CN,1690236570
424,Reggane,26.7158,0.1714,312.4,7,39,"{'speed': 3.77, 'deg': 66, 'gust': 4.66}",DZ,1690236572
425,Marsh Harbour,26.5412,-77.0636,303.38,66,1,"{'speed': 3.26, 'deg': 64, 'gust': 3.05}",BS,1690236572
426,Socorro,31.6546,-106.3033,312.71,14,20,"{'speed': 2.06, 'deg': 120}",US,1690236573
427,Kitakata,37.65,139.8667,298.8,79,11,"{'speed': 0.26, 'deg': 220, 'gust': 0.53}",JP,1690236573
428,Machico,32.7,-16.7667,297.5,77,40,"{'speed': 3.6, 'deg': 360}",PT,1690236574
429,Tengrela,10.4869,-6.4097,295.67,92,98,"{'speed': 1.64, 'deg': 210, 'gust': 1.93}",CI,1690236575
430,Ridder,50.355,83.5133,290.24,52,96,"{'speed': 2.36, 'deg': 123, 'gust': 2.29}",KZ,1690236575
431,Gorno-Altaysk,51.9561,85.955,288.64,63,77,"{'speed': 2.88, 'deg': 170, 'gust': 3.89}",RU,1690236576
432,San Andres,12.5847,-81.7006,303.16,74,20,"{'speed': 8.75, 'deg': 60}",CO,1690236576
433,Gummi,12.1436,5.1081,301.19,67,72,"{'speed': 3.6, 'deg': 194, 'gust': 5.98}",NG,1690236577
434,Dickinson,29.4608,-95.0513,310.44,63,0,"{'speed': 4.63, 'deg': 170}",US,1690236469
435,Limulunga,-15.0969,23.1376,287.7,30,35,"{'speed': 2.72, 'deg': 112, 'gust': 6.32}",ZM,1690236578
436,Santa Maria Do Suacui,-18.1903,-42.4142,291.49,73,38,"{'speed': 0.21, 'deg': 13, 'gust': 0.47}",BR,1690236386
437,Ceeldheer,3.8488,47.1806,297.68,82,30,"{'speed': 9.64, 'deg': 207, 'gust': 15.25}",SO,1690236579
438,Sajir,25.1825,44.5996,305.81,10,98,"{'speed': 3.26, 'deg': 204, 'gust': 4.13}",SA,1690236580
439,Undurkhaan,47.3194,110.6556,287.78,77,62,"{'speed': 0.59, 'deg': 222, 'gust': 0.77}",MN,1690236580
